example_id,test_domain,label,likelihood_prediction,spam_probability,source,generated_text,generated_label,generated_label_id,valid_generation,generation_correct,likelihood_generation_agreement,model,model_name,model_revision,prompt_id,source_notebook
8ca10b1c459dfbc6d8a3cbd471c50a912f6b3769615082ea533e4331ad98a3dd,sms,1,0,0.15144405813269507,sms,ham,ham,0,True,False,True,FLAN-T5 Base (zero-shot),google/flan-t5-base,7bcac572ce56db69c1ea7c8af255c5d7c9672fc2,spam_definition_v1,notebooks/05_zero_shot_generative.ipynb
049ee77356aeaa94b7192f1f60c744cc42e03ca373da93dbf5c3056c8897f523,sms,1,0,0.10242424521181315,sms,ham,ham,0,True,False,True,FLAN-T5 Base (zero-shot),google/flan-t5-base,7bcac572ce56db69c1ea7c8af255c5d7c9672fc2,spam_definition_v1,notebooks/05_zero_shot_generative.ipynb
b6309ea87e6b836ea7aa0d4f5b979af3fa7527d47df04e2f418c88ca91c62713,sms,0,0,0.1889001640969678,sms,ham,ham,0,True,True,True,FLAN-T5 Base (zero-shot),google/flan-t5-base,7bcac572ce56db69c1ea7c8af255c5d7c9672fc2,spam_definition_v1,notebooks/05_zero_shot_generative.ipynb
f34a0c70ea2f716cfe8645c2e8dba98beffa2ea00b0b0822eeaef89828c285a5,sms,0,0,0.162724360370445,sms,ham,ham,0,True,True,True,FLAN-T5 Base (zero-shot),google/flan-t5-base,7bcac572ce56db69c1ea7c8af255c5d7c9672fc2,spam_definition_v1,notebooks/05_zero_shot_generative.ipynb
f191eabf4992477020cfdb8c3a2da85dc6c485ad90c2416887ab348836078282,sms,0,0,0.06373012159261762,sms,ham,ham,0,True,True,True,FLAN-T5 Base (zero-shot),google/flan-t5-base,7bcac572ce56db69c1ea7c8af255c5d7c9672fc2,spam_definition_v1,notebooks/05_zero_shot_generative.ipynb
8b92525248f619a9b1301a3e22a3e7819b872ec1ab1461c2d55f3e146bb63359,sms,1,0,0.18030382740630077,sms,ham,ham,0,True,False,True,FLAN-T5 Base (zero-shot),google/flan-t5-base,7bcac572ce56db69c1ea7c8af255c5d7c9672fc2,spam_definition_v1,notebooks/05_zero_shot_generative.ipynb
6f667778c96c770ed365763531711a72b5a890211d26463d21563f93c5bad8a1,sms,1,0,0.29259843266160945,sms,ham,ham,0,True,False,True,FLAN-T5 Base (zero-shot),google/flan-t5-base,7bcac572ce56db69c1ea7c8af255c5d7c9672fc2,spam_definition_v1,notebooks/05_zero_shot_generative.ipynb
eb5f9c58bd7169590383729ec864f22fbe185115bc9abfb3d6a4f5d1a28c9a08,sms,0,0,0.4160251522534565,sms,ham,ham,0,True,True,True,FLAN-T5 Base (zero-shot),google/flan-t5-base,7bcac572ce56db69c1ea7c8af255c5d7c9672fc2,spam_definition_v1,notebooks/05_zero_shot_generative.ipynb
7de43b3765f8181784834d4a28bce970c6838f0a759a83e56a39f3a151ad72ae,sms,0,0,0.1334808672740312,sms,ham,ham,0,True,True,True,FLAN-T5 Base (zero-shot),google/flan-t5-base,7bcac572ce56db69c1ea7c8af255c5d7c9672fc2,spam_definition_v1,notebooks/05_zero_shot_generative.ipynb
70f86009ec50a1a78e61e3ff28b7b6d6e0465801dfab12aff4f92b71d1b2ed9c,sms,0,0,0.09405593539988906,sms,total video converter,,-1,False,False,False,FLAN-T5 Base (zero-shot),google/flan-t5-base,7bcac572ce56db69c1ea7c8af255c5d7c9672fc2,spam_definition_v1,notebooks/05_zero_shot_generative.ipynb
87dd8b0a23a48400433bd507d063d8a2c394f51648f175ba69b949057e234468,sms,1,0,0.20216359282046223,sms,ham,ham,0,True,False,True,FLAN-T5 Base (zero-shot),google/flan-t5-base,7bcac572ce56db69c1ea7c8af255c5d7c9672fc2,spam_definition_v1,notebooks/05_zero_shot_generative.ipynb
168ad37f27a046a53c17dab0474af8250db9966efc1eac9dcb3e21293696e1b6,sms,1,0,0.041576354299717885,sms,ham,ham,0,True,False,True,FLAN-T5 Base (zero-shot),google/flan-t5-base,7bcac572ce56db69c1ea7c8af255c5d7c9672fc2,spam_definition_v1,notebooks/05_zero_shot_generative.ipynb
fda39644b96aefe0b1950fc1f9284515f10abca0559dfc57878521befc683e2f,sms,0,0,0.15951433494303766,sms,ham,ham,0,True,True,True,FLAN-T5 Base (zero-shot),google/flan-t5-base,7bcac572ce56db69c1ea7c8af255c5d7c9672fc2,spam_definition_v1,notebooks/05_zero_shot_generative.ipynb
f64687897b3191219b979fff93c4e739faebfaddc5d28a6faca600dc3cfd9f0e,sms,0,0,0.03498305406952103,sms,ham,ham,0,True,True,True,FLAN-T5 Base (zero-shot),google/flan-t5-base,7bcac572ce56db69c1ea7c8af255c5d7c9672fc2,spam_definition_v1,notebooks/05_zero_shot_generative.ipynb
e0391adee726705687bc4dcd7a8a0085cc5657b964d8dafb96e7c6b830e0faed,enron,1,0,0.017679684413073292,enron,ham,ham,0,True,False,True,FLAN-T5 Base (zero-shot),google/flan-t5-base,7bcac572ce56db69c1ea7c8af255c5d7c9672fc2,spam_definition_v1,notebooks/05_zero_shot_generative.ipynb
8665cffd2983379c0dbb1c6d5151c3af8739219cd8faf24df0a5e682a05d8886,enron,0,0,0.011370229503801692,enron,- -,,-1,False,False,False,FLAN-T5 Base (zero-shot),google/flan-t5-base,7bcac572ce56db69c1ea7c8af255c5d7c9672fc2,spam_definition_v1,notebooks/05_zero_shot_generative.ipynb
a1bfa6e4c4c0b78a73c1095e40dbf0787921f972e033ce9524631fc224b5c69e,enron,1,0,0.02969339835608032,enron,ham,ham,0,True,False,True,FLAN-T5 Base (zero-shot),google/flan-t5-base,7bcac572ce56db69c1ea7c8af255c5d7c9672fc2,spam_definition_v1,notebooks/05_zero_shot_generative.ipynb
68d585caabf57b84295fdfdebcfacdf2febd1621952e1a3bfce2ee5a88258548,enron,1,0,0.11059062234942606,enron,ham,ham,0,True,False,True,FLAN-T5 Base (zero-shot),google/flan-t5-base,7bcac572ce56db69c1ea7c8af255c5d7c9672fc2,spam_definition_v1,notebooks/05_zero_shot_generative.ipynb
59b925829651bb987a16688dbcc46ca08f6b86986f777f8b58322dd9e0114b82,enron,1,0,0.06584854106704631,enron,ham,ham,0,True,False,True,FLAN-T5 Base (zero-shot),google/flan-t5-base,7bcac572ce56db69c1ea7c8af255c5d7c9672fc2,spam_definition_v1,notebooks/05_zero_shot_generative.ipynb
eb22509d882fec3ed94319204b84a6e27043ffd35e0c8a0d2836123e6e66f8a8,enron,1,0,0.05968809526849591,enron,ham,ham,0,True,False,True,FLAN-T5 Base (zero-shot),google/flan-t5-base,7bcac572ce56db69c1ea7c8af255c5d7c9672fc2,spam_definition_v1,notebooks/05_zero_shot_generative.ipynb
a34668cd8853c138fe12ec385de83cda95c980724e0bb2318f4cd2d45bd8c4ab,enron,1,0,0.327133196880457,enron,ham,ham,0,True,False,True,FLAN-T5 Base (zero-shot),google/flan-t5-base,7bcac572ce56db69c1ea7c8af255c5d7c9672fc2,spam_definition_v1,notebooks/05_zero_shot_generative.ipynb
60709fc8245398a8929b12dcfa6c818cd061d0b2bd7395fcdaecb65b0a571fa5,enron,0,0,0.03235518398538488,enron,e-business,,-1,False,False,False,FLAN-T5 Base (zero-shot),google/flan-t5-base,7bcac572ce56db69c1ea7c8af255c5d7c9672fc2,spam_definition_v1,notebooks/05_zero_shot_generative.ipynb
b492cfb75c287d51858cf3435e44e8bbb75542a0af77e2a090b68e70f36bde3a,enron,1,0,0.11976985425141735,enron,ham,ham,0,True,False,True,FLAN-T5 Base (zero-shot),google/flan-t5-base,7bcac572ce56db69c1ea7c8af255c5d7c9672fc2,spam_definition_v1,notebooks/05_zero_shot_generative.ipynb
2135641a8099aa5d0ac4c5e4494ca4d881a231c0cbc76ae9e13354bfb7abdac2,enron,0,0,0.12211904563869729,enron,ham,ham,0,True,True,True,FLAN-T5 Base (zero-shot),google/flan-t5-base,7bcac572ce56db69c1ea7c8af255c5d7c9672fc2,spam_definition_v1,notebooks/05_zero_shot_generative.ipynb
9de181ed9b54a3b65a9f2e0453c7ee7d32afa45c7603c8a24bb6f73e787ac31f,enron,0,0,0.02409920399764882,enron,- -,,-1,False,False,False,FLAN-T5 Base (zero-shot),google/flan-t5-base,7bcac572ce56db69c1ea7c8af255c5d7c9672fc2,spam_definition_v1,notebooks/05_zero_shot_generative.ipynb
028f34f7672f0cbe2c2613e3576e9840b4cad9953811e866a4ed1be5dc4fd0ad,enron,0,0,0.2251114150049766,enron,-,,-1,False,False,False,FLAN-T5 Base (zero-shot),google/flan-t5-base,7bcac572ce56db69c1ea7c8af255c5d7c9672fc2,spam_definition_v1,notebooks/05_zero_shot_generative.ipynb
b3bb9f1bd962337d2ad624ea2adebd30de44e16978012e9b2926c6262ef2fa5c,enron,0,0,0.015043720802398559,enron,-,,-1,False,False,False,FLAN-T5 Base (zero-shot),google/flan-t5-base,7bcac572ce56db69c1ea7c8af255c5d7c9672fc2,spam_definition_v1,notebooks/05_zero_shot_generative.ipynb
3279f0bef315f3e9c8712f2844e549906a9ea5bef970abb76f61117a292aaf63,enron,1,0,0.08784551548957877,enron,ham,ham,0,True,False,True,FLAN-T5 Base (zero-shot),google/flan-t5-base,7bcac572ce56db69c1ea7c8af255c5d7c9672fc2,spam_definition_v1,notebooks/05_zero_shot_generative.ipynb
9540b668bd6c0e7868c3408c4fa11a449b266cfd95d86023c601f2223fb01fa8,enron,1,0,0.3862906640516385,enron,ham,ham,0,True,False,True,FLAN-T5 Base (zero-shot),google/flan-t5-base,7bcac572ce56db69c1ea7c8af255c5d7c9672fc2,spam_definition_v1,notebooks/05_zero_shot_generative.ipynb
b256bc83b53f4fbc02ca6a99292302cccc1054aa356d6f3b14b66846869b414c,enron,0,0,0.020674130000918653,enron,ham,ham,0,True,True,True,FLAN-T5 Base (zero-shot),google/flan-t5-base,7bcac572ce56db69c1ea7c8af255c5d7c9672fc2,spam_definition_v1,notebooks/05_zero_shot_generative.ipynb
324ffc70c8cf3aa2055c66b3a586b69b75afcee03a5176999af1763c6ff8423f,enron,0,0,0.10783161153606015,enron,ham,ham,0,True,True,True,FLAN-T5 Base (zero-shot),google/flan-t5-base,7bcac572ce56db69c1ea7c8af255c5d7c9672fc2,spam_definition_v1,notebooks/05_zero_shot_generative.ipynb
471445df3c5454d9be17be296c7925eead631e5f73aa1bded1e24924adf5da19,enron,1,0,0.35667479887282216,enron,ham,ham,0,True,False,True,FLAN-T5 Base (zero-shot),google/flan-t5-base,7bcac572ce56db69c1ea7c8af255c5d7c9672fc2,spam_definition_v1,notebooks/05_zero_shot_generative.ipynb
14cb2f9637cce03a29d2ac4a3204c692291f07f1defe5393babb636471988bad,enron,0,0,0.004382311414699884,enron,sun devil,,-1,False,False,False,FLAN-T5 Base (zero-shot),google/flan-t5-base,7bcac572ce56db69c1ea7c8af255c5d7c9672fc2,spam_definition_v1,notebooks/05_zero_shot_generative.ipynb
46d0499e347d8f6d48fd327c0db1d5ee569ec468406afd3fd1175e891a817f63,enron,0,0,0.07141880484759672,enron,re,,-1,False,False,False,FLAN-T5 Base (zero-shot),google/flan-t5-base,7bcac572ce56db69c1ea7c8af255c5d7c9672fc2,spam_definition_v1,notebooks/05_zero_shot_generative.ipynb
5f6a039a025f0c91c9ea87e343f4e00f8a4f076b9838d49e354b3654da632f96,enron,0,0,0.0037290634311413925,enron,enterprise,,-1,False,False,False,FLAN-T5 Base (zero-shot),google/flan-t5-base,7bcac572ce56db69c1ea7c8af255c5d7c9672fc2,spam_definition_v1,notebooks/05_zero_shot_generative.ipynb
6b1f68f355531c52d65006dd97efcd272f091fb098f16b4d40efb5911f322707,enron,1,0,0.35316931939741464,enron,ham,ham,0,True,False,True,FLAN-T5 Base (zero-shot),google/flan-t5-base,7bcac572ce56db69c1ea7c8af255c5d7c9672fc2,spam_definition_v1,notebooks/05_zero_shot_generative.ipynb
b26d12998698397038b91d7b8544998f31b6410dd10ca81631ffb17ab8b1a08d,enron,1,0,0.1247374918428488,enron,ham,ham,0,True,False,True,FLAN-T5 Base (zero-shot),google/flan-t5-base,7bcac572ce56db69c1ea7c8af255c5d7c9672fc2,spam_definition_v1,notebooks/05_zero_shot_generative.ipynb
145d59ed3bed1b360430aa5215a0c9440b1a63e61b108f707bd0ebdbdc0bde64,enron,1,0,0.03628342242501199,enron,ham,ham,0,True,False,True,FLAN-T5 Base (zero-shot),google/flan-t5-base,7bcac572ce56db69c1ea7c8af255c5d7c9672fc2,spam_definition_v1,notebooks/05_zero_shot_generative.ipynb
e90c0b6bf9dfaf2aafe0b8a51602d7b5962a9f0b4b365724724eddab562710cd,enron,0,0,0.1081917610336378,enron,subject : spam,,-1,False,False,False,FLAN-T5 Base (zero-shot),google/flan-t5-base,7bcac572ce56db69c1ea7c8af255c5d7c9672fc2,spam_definition_v1,notebooks/05_zero_shot_generative.ipynb
bb98317fe1c398ed347d7cbbcb84849c2996eb50bf7cc110ef7c80cf426022fd,enron,1,0,0.21452013100548364,enron,ham,ham,0,True,False,True,FLAN-T5 Base (zero-shot),google/flan-t5-base,7bcac572ce56db69c1ea7c8af255c5d7c9672fc2,spam_definition_v1,notebooks/05_zero_shot_generative.ipynb
36a412ffe650e80da420d01d50d576e28622f58d7273592f0176b99282f445bb,enron,0,0,0.006869942537652935,enron,-,,-1,False,False,False,FLAN-T5 Base (zero-shot),google/flan-t5-base,7bcac572ce56db69c1ea7c8af255c5d7c9672fc2,spam_definition_v1,notebooks/05_zero_shot_generative.ipynb
86c8169233fa15e5ea73e4b952eb959a5934eb1227dd394ab49bef03ebf95d53,enron,0,0,0.03290366134715845,enron,peschel,,-1,False,False,False,FLAN-T5 Base (zero-shot),google/flan-t5-base,7bcac572ce56db69c1ea7c8af255c5d7c9672fc2,spam_definition_v1,notebooks/05_zero_shot_generative.ipynb
7ae83a66573920e29456a2df4eb0818a8ec9ad1df259b6f8307c3bd51194ba3f,enron,1,0,0.04159496906596064,enron,ham,ham,0,True,False,True,FLAN-T5 Base (zero-shot),google/flan-t5-base,7bcac572ce56db69c1ea7c8af255c5d7c9672fc2,spam_definition_v1,notebooks/05_zero_shot_generative.ipynb
390cc2943cbd5bed69623ceb500486c904444b20ab29693e247decbc86ba238f,enron,1,1,0.5679806493260985,enron,spam,spam,1,True,True,True,FLAN-T5 Base (zero-shot),google/flan-t5-base,7bcac572ce56db69c1ea7c8af255c5d7c9672fc2,spam_definition_v1,notebooks/05_zero_shot_generative.ipynb
30736baef267809b166dcc3ef17a5b0624159cb69394c573a0e0e765e2d26b4c,enron,0,0,0.1327343660513558,enron,ham,ham,0,True,True,True,FLAN-T5 Base (zero-shot),google/flan-t5-base,7bcac572ce56db69c1ea7c8af255c5d7c9672fc2,spam_definition_v1,notebooks/05_zero_shot_generative.ipynb
e5d0a81391eea01fe329f09db290dcbfca75b0c4f1a7ebf0959854aba786f7d1,enron,0,0,0.33005031363685333,enron,ham,ham,0,True,True,True,FLAN-T5 Base (zero-shot),google/flan-t5-base,7bcac572ce56db69c1ea7c8af255c5d7c9672fc2,spam_definition_v1,notebooks/05_zero_shot_generative.ipynb
d1be0aef58d29d8267a0261df79511a7f1d0789b278677a394d4d9c20b86010a,enron,1,0,0.259706842184354,enron,ham,ham,0,True,False,True,FLAN-T5 Base (zero-shot),google/flan-t5-base,7bcac572ce56db69c1ea7c8af255c5d7c9672fc2,spam_definition_v1,notebooks/05_zero_shot_generative.ipynb
4753436fe952cb010d49e395a7c85a6deff9a2eef18c5f2a9a28a8a81c17f895,enron,1,0,0.2810703892838116,enron,ham,ham,0,True,False,True,FLAN-T5 Base (zero-shot),google/flan-t5-base,7bcac572ce56db69c1ea7c8af255c5d7c9672fc2,spam_definition_v1,notebooks/05_zero_shot_generative.ipynb
